cust_id,balance,purchases,installments_purchases,cash_advance,credit_limit,payments,minimum_payments,fraud
C12376,1887.061349,0,0,93.437109,2000,411.517239,765.751845,0
C12377,152.227891,946,410,0,6500,804.255916,169.229664,0
C12378,1193.351573,0,0,1433.85482,1500,164.003621,254.022569,0
C12379,2544.036536,0,0,107.710567,7000,1064.575065,587.957563,0
C12380,63.064197,1176.93,1176.93,0,7500,1319.009967,64.517961,0
C12381,3.29042,225.6,225.6,0,4000,268.500244,29.584288,0
C12382,182.959331,847.88,847.88,0,5000,757.48839,193.758424,0
C12383,5082.971064,1893.89,350,970.708796,9500,1607.021526,1480.26633,0
C12384,2817.403474,1878.54,679.65,1154.965664,3500,3185.017063,1079.066979,0
C12385,320.35306,2542.61,1846.53,0,7500,3158.530331,192.272514,0
C12386,2801.239086,0,0,7216.489768,10000,696.538922,1095.734566,0
C12387,126.289657,366.68,366.68,175.284005,3000,679.431948,126.692506,0
C12388,7985.621826,123.24,0,7949.596045,14500,9438.180272,1961.413154,0
C12389,1084.131331,803.22,803.22,901.628291,1000,866.009167,1038.182688,0
C12390,5520.201751,0,0,6218.171457,7000,5878.42845,1719.694161,0
C12391,109.594389,177,0,0,1950,170.47103,221.171027,0
C12392,2416.771489,4201.13,398.92,3306.574157,5500,6091.906636,830.39506,0
C12393,5701.848812,1126.68,93.08,1831.160025,7000,1382.179262,1438.031851,0
C12394,2866.054641,0,0,236.955668,3000,714.738754,799.591816,0
C12395,1352.301367,263.04,0,1460.777849,2300,4228.186416,325.737106,0
C12396,495.069704,2610.3,1707.7,0,8500,2217.869091,219.629629,0
C12397,1299.93337,0,0,916.37094,2400,303.052882,453.831541,0
C12398,3020.900667,0,0,3417.227455,4000,1171.807751,848.973008,0
C12399,608.752081,5446.88,1980.66,0,9500,5623.305898,233.917424,0
C12400,4587.892398,140.6,0,953.934018,5500,1151.202909,1489.130441,0
C12401,4005.344926,9134.26,7131.36,0,10500,3579.298838,1148.902535,0
C12402,534.75165,3044.6,0,684.269093,3000,8987.534163,332.787755,0
C12403,34.387537,153.18,91.28,0,2500,99.085409,145.637604,0
C12404,11964.83264,1175.35,143.5,978.9806305,14000,2949.673416,3098.62505,0
C12405,1553.505165,522,522,0,1000,472.580919,15584.09742,0
C12406,10.106017,1160.66,1125.76,0,1500,1152.518504,32.376453,0
C12407,397.003171,3042.08,1623.01,0,8500,2764.893686,246.737259,0
C12408,611.561026,765,0,0,2000,204.464151,146.352314,0
C12409,4840.545574,1595.93,0,4359.32575,6000,905.844846,2376.919568,0
C12410,0,313.89,313.89,0,6000,0,864.1732459,0
C12411,1176.992085,890,490,0,3000,640.607666,289.747401,0
C12412,47.107274,2226.06,2226.06,0,8500,2507.587709,97.944748,0
C12413,289.529643,110,0,1134.891542,1200,697.009124,1117.265123,0
C12414,2689.040221,0,0,2928.671045,9000,854.431761,681.959088,0
C12415,14.871714,62.7,0,0,3000,125.780361,164.519883,0
C12416,35.360897,587.34,587.34,0,11500,549.036894,139.958805,0
C12417,1902.665938,4666.51,201.75,4120.44084,7500,6153.484827,534.578893,0
C12418,17.026818,453.24,453.24,0,2000,435.997908,62.817278,0
C12419,229.540732,694.91,657.41,0,7500,1016.090423,189.29217,0
C12420,186.706199,868,868,0,4000,618.964215,268.075781,0
C12421,1264.152747,2358.28,186.48,144.017573,2500,1175.753031,330.579046,0
C12422,160.15008,1639.97,668,0,7000,1579.491353,178.416176,0
C12423,12856.15251,775.42,126,7362.379262,14000,2885.335197,3331.513399,0
C12424,3034.686119,0,0,370.098258,3000,91.692752,26143.17049,0
C12425,2537.257188,0,0,557.526465,2750,933.01991,602.387923,0
C12426,2376.483239,858.5,0,356.570057,7000,748.290167,597.63665,0
C12427,3625.207579,0,0,1274.199991,6000,1009.287105,1431.909784,0
C12428,3904.008546,600,600,1433.189324,4700,1154.910275,1475.694904,0
C12429,59.263479,300.68,300.68,0,5000,3142.651675,80.613743,0
C12430,1114.56327,0,0,298.659126,6000,3842.787673,547.238675,0
C12431,1128.717636,55.69,0,56.453676,1200,266.286419,544.723121,0
C12432,451.905949,4468.71,598.56,0,4000,4009.961094,184.31048,0
C12433,6074.986862,1000,0,4360.872498,14000,1365.324882,1766.055701,0
C12434,3490.186741,816,177.09,0,11500,947.039165,1076.480794,0
C12435,1368.99507,521.31,381.31,0,3000,616.095965,467.239217,0
C12436,60.52124,469,469,0,1000,541.359082,115.03052,0
C12437,1961.322415,476.16,476.16,0,2000,791.091826,768.758551,0
C12438,4153.477506,561.25,186,1222.725542,8000,1854.156679,1172.150883,0
C12439,22.523964,346.3,346.3,0,1800,340.376582,74.812454,0
C12440,7593.590618,0,0,3843.962731,8000,1534.809766,2012.365718,0
C12441,46.054436,812.97,214.88,0,6000,1314.537349,191.480116,0
C12442,8771.507851,1082.98,585.9,4504.545269,18500,1964.195588,1978.414023,0
C12443,3008.66367,1137.62,478,3116.44095,6200,536.091856,981.877595,0
C12444,215.213174,2326.52,2189.72,0,3500,2374.80576,177.683227,0
C12445,96.155647,1070.73,637.93,0,10000,1229.025203,192.197394,0
C12446,1101.656754,1398.21,154.71,0,7000,257.24454,346.844936,0
C12447,4779.786334,1470.24,587.46,4962.936839,7000,4760.677367,1393.490557,0
C12448,765.880394,0,0,1966.812413,8500,2953.858729,335.991369,0
C12449,4705.294706,0,0,9894.067335,9000,8778.87795,1470.361933,0
C12450,2008.461205,0,0,2436.107429,2900,3092.937061,681.529737,0
C12451,2856.16815,29.5,0,103.141056,3000,508.056466,1267.37587,0
C12452,198.12512,0,0,973.656086,1200,253.475631,73.411615,0
C12453,27.851354,262.71,262.71,0,4000,404.572322,170.087703,0
C12454,1487.657507,4115.98,140,0,5000,3922.394684,474.667356,0
C12455,10915.55075,0,0,23130.82106,15000,18341.95467,3127.192305,1
C12456,107.944741,118.16,0,472.818286,2500,192.781455,56.999671,0
C12457,117.777688,853.3,0,0,2000,851.921672,73.600798,0
C12458,862.481024,2267.38,592.63,282.991201,4500,3644.186477,341.5862,0
C12459,7.153512,104.95,104.95,0,1500,271.567821,71.59927,0
C12460,48.242289,470.69,413.69,0,18000,746.951133,156.812691,0
C12461,490.368785,932.03,700.16,987.069944,5500,3170.370677,269.655125,0
C12462,1848.248809,307.12,0,0,8500,3421.846931,470.192366,0
C12463,1417.979193,0,0,97.106059,1500,201.425194,233.54565,0
C12464,510.504804,57,0,10239.08859,12500,15043.66508,256.881348,0
C12465,339.294514,2601.6,2601.6,0,1800,2582.18354,2374.370421,0
C12466,5151.912071,0,0,2873.077058,7000,1362.424363,1240.254115,0
C12467,1203.464556,440,440,1472.061257,3000,584.787421,267.430198,0
C12468,6437.92423,716.76,662.3,2365.445125,7000,1364.331914,1968.717366,0
C12469,407.177714,4236.36,1911.2,0,18500,3746.674803,167.823077,0
C12470,3929.705042,935.71,935.71,5093.44832,6000,6409.769007,1447.893709,0
C12471,6909.058266,473.51,403.51,1031.583943,7500,1593.897063,3196.171515,0
C12472,1054.905969,885.44,885.44,0,1000,1057.25415,1613.401207,0
C12473,3664.282588,493.34,233.34,0,9500,1050.91005,821.066878,0
C12474,6443.077147,2155.13,829.79,1650.039631,7500,9689.602075,3163.402977,0
C12475,4570.04875,888.98,0,1825.929322,6000,1179.34586,1200.960907,0
C12476,3573.583803,2513.46,0,6181.23369,9000,4776.370808,836.641054,0
C12477,96.699394,1475.23,0,0,4000,1595.023315,34.819015,0
C12478,4968.771623,3441.3,1024.6,0,11500,1385.717858,1499.391822,0
C12479,1031.936983,2308,1700,0,3000,245.914697,564.472958,0
C12480,3.847042,182.08,182.08,0,1500,191.067061,54.734326,0
C12481,166.258538,1377.31,549.96,133.878836,16000,1770.052426,190.754221,0
C12482,1589.449271,255.75,68.75,0,3500,599.044421,586.693702,0
C12483,2305.313527,255.7,26.68,14.222216,6500,620.437714,505.940539,0
C12484,818.310935,1071.8,51.8,752.292181,2500,4763.080391,751.737661,0
C12485,102.751154,1063.69,1063.69,0,7000,1928.089519,164.687639,0
C12486,11416.64736,1347.7,1347.7,0,15500,2704.076105,2580.556298,0
C12487,2008.004976,75.5,0,0,5000,485.389275,603.340807,0
C12488,5880.218671,0,0,10590.41113,11500,1828.239171,1952.041626,0
C12489,5354.109275,0,0,2660.070252,7000,1408.437818,1228.996607,0
C12490,3207.605367,0,0,3766.7883,9000,750.543668,1131.588644,0
C12491,4319.531807,0,0,9085.908764,7500,10339.93845,1348.605697,0
C12492,1564.612804,291.62,291.62,1461.717523,1500,276.342352,849.32088,0
C12493,705.645246,1325.21,308,0,3000,860.265446,227.004657,0
C12494,112.01046,229,0,0,150,119.62682,252.515849,0
C12495,1978.041097,0,0,1922.461395,5500,1481.136548,477.284193,0
C12496,468.769607,585.68,139.7,856.77615,4500,1368.204953,201.964603,0
C12497,15.531077,0,0,1630.319983,2000,1898.347582,32.585321,0
C12498,1003.058842,1627,0,0,1200,1897.171179,613.912928,0
C12499,220.938626,2310.61,935,0,18000,2588.893066,190.034881,0
C12500,5236.290986,1780.79,700.14,657.93913,17000,1230.806488,1182.650916,0
C12501,505.333425,5176.62,0,0,8500,4971.981428,172.888946,0
C12502,17.896575,265.97,265.97,0,1000,224.528678,120.554003,0
C12503,5550.171932,1026.26,0,256.963408,11000,1322.74282,1417.69815,0
C12504,236.507753,2692.65,620.33,0,1500,2375.560677,178.352824,0
C12505,1132.282217,0,0,68.520455,1200,281.613657,240.366583,0
C12506,247.857188,0,0,872.983058,1200,253.663706,260.21665,0
C12507,3312.222433,3729.7,1560.35,0,8000,4974.329762,931.22828,0
C12508,1373.252757,0,0,79.435812,1500,303.776791,466.08332,0
C12509,71.542751,561.38,561.38,0,1500,482.868194,168.926878,0
C12510,0,609,609,0,2500,893.429001,864.1732459,0
C12511,147.418569,1074,0,0,5500,0,864.1732459,0
C12512,774.645244,190.54,190.54,2467.204866,1200,2365.524893,423.0202,0
C12513,727.467671,420.88,420.88,429.481253,4500,1190.41941,205.529399,0
C12514,1115.208504,30,0,1484.671104,1500,1839.908719,570.913732,0
C12515,366.441008,0,0,2838.753109,3000,4634.133777,476.217118,0
C12516,3891.346976,3629.8,3579.8,2538.561644,7500,8259.411897,4725.470314,0
C12517,7442.599092,1080,1080,3968.684047,8500,4365.058558,6019.766066,0
C12518,752.485849,0,0,1075.239192,1200,1321.798347,145.445603,0
C12519,537.491488,1672.99,700.98,0,1600,1306.526458,968.817429,0
C12520,1890.946618,0,0,4561.090005,2500,4847.513095,507.635447,0
C12521,11.269672,248.31,248.31,0,9500,36.844388,66.224535,0
C12522,50.006512,701.25,701.25,0,3500,1834.431851,132.939468,0
C12523,5115.712849,4378.8,1183.22,0,10000,2241.246911,1320.011574,0
C12524,984.724235,10243.48,5926.66,0,7500,11112.38396,252.899236,0
C12525,952.379745,481.75,50,0,1200,449.280028,273.503587,0
C12526,160.681189,993.5,97.5,0,6500,980.963861,140.519148,0
C12527,3461.183622,200,0,108.408059,3500,1322.74089,3419.12662,0
C12528,232.638142,3161.02,1148.64,0,7000,2608.402427,156.424862,0
C12529,126.134681,1197.12,0,0,9000,936.326494,180.002457,0
C12530,1958.649839,1759.46,0,3240.789709,7000,226.879675,415.235431,0
C12531,24.099873,294,294,0,5000,303.409519,185.055438,0
C12532,4424.767314,0,0,7013.528326,7000,864.1411,983.378772,0
C12533,2297.708974,0,0,797.536774,3000,893.62955,469.990207,0
C12534,1667.269812,86.69,0,715.747319,5500,313.750208,351.085178,0
C12535,74.254958,952.16,489.12,0,7000,913.302873,174.963013,0
C12536,9.526312,92.02,92.02,0,1600,100.915736,82.436727,0
C12537,95.853493,796.9,796.9,0,1950,1475.770687,160.568063,0
C12538,772.206384,1319.19,22.5,1581.026455,1200,2853.125011,528.790549,0
C12539,533.163378,0,0,930.378581,1800,1753.60425,206.790234,0
C12540,66.65712,585.87,0,0,10000,570.478919,182.613309,0
C12541,918.401897,0,0,3176.804663,3500,4404.853578,254.748687,0
C12542,1630.676858,0,0,275.166058,1950,558.164261,495.630406,0
C12543,2384.257016,0,0,99.110887,2500,564.37975,847.079637,0
C12544,25.706551,133.86,133.86,0,9500,148.214416,167.952263,0
C12545,956.303408,1451.5,0,0,1200,210.435488,886.458108,0
C12546,40.627614,528.08,0,0,2000,384.322913,174.894699,0
C12547,5010.879703,0,0,2181.390333,7000,1327.690018,1273.479311,0
C12548,1822.259235,0,0,1672.653551,2500,589.389711,428.293387,0
C12549,4936.913341,407.81,56,2790.468488,5000,2189.546633,2473.447437,0
C12550,93.964086,815.34,666.3,0,2500,361.786239,125.693866,0
C12551,512.946312,4391.87,448.5,422.496562,16500,4962.461845,175.713135,0
C12552,680.889818,2445.24,191.48,0,3400,2082.619124,192.20043,0
C12553,2177.338711,0,0,430.534073,2500,943.909555,663.690608,0
C12554,1055.833418,351.54,290,0,3000,585.022975,251.539573,0
C12555,153.949311,0,0,3988.242395,11500,2699.969008,17.401529,0
C12556,5906.184924,141.8,0,1651.286918,10000,933.969974,919.289675,0
C12557,1061.394006,0,0,320.869981,8500,273.383468,319.905806,0
C12558,8.187263,0,0,793.848237,1350,0,864.1732459,0
C12559,126.018616,1218.24,1218.24,0,5000,1040.640647,153.824693,0
C12560,462.598215,1319.26,0,0,3500,98.018318,281.813294,0
C12561,195.575108,2984.34,229.42,0,14500,1885.940209,196.257674,0
C12562,4759.70237,614.01,141,6791.261503,7500,7324.826511,1023.038321,0
C12563,1581.742203,0,0,335.348071,1800,463.88804,448.969242,0
C12564,1026.201421,0,0,244.88819,1200,440.519737,320.383825,0
C12565,1585.806548,0,0,274.3843,2000,566.302426,351.844812,0
C12566,645.181409,0,0,2014.386387,1400,2185.891694,436.135143,0
C12567,237.861439,569.02,322.13,1431.673728,3200,589.35887,186.59462,0
C12568,297.004363,2729,1320,0,16500,1275.398838,177.970856,0
C12569,2895.765754,2753.35,793.35,0,9000,861.251403,906.390801,0
C12570,14.58126,87.3,87.3,0,8000,669.767901,162.269258,0
C12571,310.795046,0,0,2810.45573,7500,2811.544882,111.338928,0
C12572,3470.333673,1184.98,427.03,6370.145895,7000,4291.341088,946.341931,0
C12573,989.022229,0,0,559.200528,1200,1071.879544,263.735953,0
C12574,2048.834742,3342.9,1435,436.15809,2500,1685.441335,2766.440973,0
C12575,3037.476732,1225.79,1225.79,6560.352738,5100,7799.250959,1347.127384,0
C12576,1072.257388,0,0,39.265903,1200,286.46296,263.950897,0
C12577,5097.916969,139.67,0,3365.390269,6000,3313.162847,2759.80377,0
C12578,975.820862,66.72,66.72,0,1000,254.277454,199.50774,0
C12579,5827.830678,577.98,219.96,2191.528662,6000,1771.36501,1842.75662,0
C12580,7543.580736,0,0,2925.55754,8500,1738.415018,1785.269757,0
C12581,87.802127,803.95,0,0,1000,1134.379946,137.584907,0
C12582,3268.304631,340.57,90.09,2671.441618,6000,1282.359,1027.045756,0
C12583,45.295495,451.01,451.01,0,7500,481.372024,172.53607,0
C12584,234.183227,617.3,447.5,282.667958,2500,1436.234437,169.80316,0
C12585,36.868847,360,360,0,3000,286.431721,91.31394,0
C12586,334.1265,0,0,1783.362859,1400,1811.558237,176.978122,0
C12587,193.12654,1955.98,1955.98,0,2500,1891.721179,203.382558,0
C12588,443.202789,350.31,350.31,153.173663,4500,398.335288,223.457783,0
C12589,23.39023,291.7,291.7,0,2500,453.889925,153.140825,0
C12590,1872.934017,382.5,72.5,0,1950,463.938794,1005.849526,0
C12591,2490.787594,176.65,109.96,152.712134,2500,857.979134,746.423779,0
C12592,3212.093869,2203.68,427,1076.466158,6000,2007.453777,908.096391,0
C12593,339.406259,14.28,14.28,0,10500,1263.292815,1486.059666,0
C12594,11077.99148,3419.92,0,7837.414142,12000,10934.50273,7294.953939,0
C12595,899.195559,921.94,665.84,5903.784384,5000,6368.638423,288.469452,0
C12596,1154.410108,0,0,2593.398852,3000,2607.110273,471.642521,0
C12597,846.223191,437.6,0,4638.435613,14500,1092.822745,203.614145,0
C12598,597.44365,0,0,36.582227,1500,1572.905114,160.096384,0
C12599,4413.803457,0,0,2007.044461,5000,1305.912583,1423.184018,0
C12600,3586.05105,141,101,1072.395255,4350,3843.798591,11760.91651,0
C12601,1965.755378,889.66,309.57,0,2500,2612.998677,691.369848,0
C12602,19.897641,375.23,375.23,0,6000,390.112154,90.478454,0
C12603,2740.10065,169.19,0,464.040014,3200,1108.374243,625.831281,0
C12604,393.700868,0,0,673.644618,1000,319.088414,185.010395,0
C12605,459.134859,223.34,223.34,0,500,498.401939,455.872675,0
C12606,4805.164203,0,0,949.587804,8500,1260.875219,1622.411952,0
C12607,6668.982024,0,0,2230.439984,7500,1752.332514,2371.318646,0
C12608,1238.049848,45.65,0,2475.656139,1500,2643.105215,477.494152,0
C12609,7801.511533,231.4,0,4109.465221,13500,1593.617739,1522.496755,0
C12610,1114.506863,602.07,602.07,0,1800,676.487532,248.438014,0
C12611,1212.426549,265.22,0,0,3000,332.755679,441.115564,0
C12612,210.870503,664.05,0,0,7500,728.19268,140.348508,0
C12613,6493.033342,447.5,0,1664.47374,8000,1907.59974,1874.457189,0
C12614,3106.036183,2128.56,1092.32,2346.894867,7200,5564.776852,697.464133,0
C12615,909.560162,912.1,242.22,752.060162,1200,1476.333722,668.368282,0
C12616,3633.533005,383.2,0,49.167984,11000,1061.683135,953.456332,0
C12617,86.650277,910.51,910.51,0,7000,884.056926,126.337242,0
C12618,86.547135,789.45,0,0,2500,1370.171713,119.649702,0
C12619,144.513072,758.5,758.5,0,3000,860.545375,192.201279,0
C12620,1182.324933,0,0,258.13761,1200,503.164651,326.336533,0
C12621,32.821775,644.99,644.99,0,4000,579.016837,75.944094,0
C12622,1.365808,60,0,0,4000,0,864.1732459,0
C12623,119.604008,1068.28,1068.28,0,1000,828.169919,131.584974,0
C12624,134.238558,420,133,0,7500,519.436959,190.475641,0
C12625,128.48978,462.86,462.86,0,3000,381.3599,171.903711,0
C12626,749.168331,164.9,0,1806.070919,2000,190.995312,244.581997,0
C12627,1544.585361,0,0,549.062884,2000,408.068987,478.097868,0
C12628,172.131105,1666.95,1666.95,0,2500,1326.099687,163.00004,0
C12629,266.475852,0,0,1560.735908,1500,792.623374,226.586503,0
C12630,549.915249,1556.66,643.96,0,11000,2285.324243,178.691151,0
C12631,0,1090.69,274.99,0,1800,0,864.1732459,0
C12632,8559.236795,170,0,3260.296078,9000,1541.113331,4403.024728,0
C12633,6810.401782,635.76,471.44,3863.40531,10000,3161.148768,3781.907645,0
C12634,2917.656276,141.81,0,2431.292076,8000,993.289914,1013.060637,0
C12635,542.807485,220.62,0,0,2000,608.782428,166.733071,0
C12636,2362.643772,2826.99,1330.4,0,3000,1748.687628,984.331832,0
C12637,4164.796859,784.63,167.09,0,9000,1072.433416,1311.061985,0
C12638,1304.460033,0,0,78.763096,1500,395.136073,368.588193,0
C12639,1601.692049,61.46,61.46,0,4000,399.369214,512.759705,0
C12640,4556.537803,1450,0,2260.73569,9000,1010.845518,917.567262,0
C12641,751.398349,1977.5,1230,611.974158,3500,1068.053378,267.917098,0
C12642,1510.111755,1895.25,1353.68,0,9000,1711.89518,313.131912,0
C12643,3490.855736,1039.48,0,4200.991254,9000,1091.424125,1048.661408,0
C12644,6384.360491,1856.84,462.63,2144.180453,7500,2275.686606,1485.827109,0
C12645,1327.653853,20.9,0,0,1500,287.690115,483.2481,0
C12646,9226.646604,671.31,0,6171.934509,12000,2726.318749,3129.402094,0
C12647,3441.516174,358.68,358.68,0,7500,1376.000823,751.654272,0
C12648,1117.34082,474.96,474.96,0,1000,609.837201,3449.632561,0
C12649,1828.62196,0,0,689.185829,2300,2466.964742,471.940554,0
C12650,3011.469977,582.28,582.28,3325.302419,6500,2975.129814,1001.234058,0
C12651,99.680638,0,0,437.399211,10500,661.87877,122.779423,0
C12652,1517.559661,0,0,456.396077,1950,473.175712,381.272303,0
C12653,101.025128,0,0,1846.252071,6500,5321.022187,82.041959,0
C12654,12.737355,152.73,152.73,0,1200,159.150457,130.831887,0
C12655,1135.816377,520.24,0,0,1200,706.605439,785.964114,0
C12656,24.1725,270,270,0,8500,378.193141,102.149848,0
C12657,763.696095,1229.42,0,0,7000,2422.735455,294.622525,0
C12658,8073.909084,0,0,3860.699586,8500,2414.311297,2333.795712,0
C12659,745.157677,485.17,0,0,3000,191.111587,285.884887,0
C12660,32.915398,192.99,124.39,0,6000,153.983501,137.922744,0
C12661,8198.627284,0,0,2909.753084,14000,2141.722429,2007.048657,0
C12662,623.955961,0,0,2119.702403,1200,1838.851003,174.872521,0
C12663,2123.483416,2453.18,401.66,0,7500,517.974559,519.270488,0
C12664,939.348677,50,0,0,1000,315.440785,628.156487,0
C12665,1372.486104,3005.25,1497.26,315.120089,3000,3462.386054,405.078016,0
C12666,123.05867,151.92,151.92,0,3500,447.181346,171.75455,0
C12667,72.794263,227.64,227.64,0,2500,159.044676,170.517535,0
C12668,2376.965338,0,0,1321.906162,3000,549.457948,557.916999,0
C12669,57.257195,472.5,0,0,7227.272727,598.240579,174.283792,0
C12670,7499.658084,160,0,3603.787202,13550,1962.972636,1849.313897,0
C12671,1564.3964,1330,1330,1906.43522,8000,1078.907798,825.485459,0
C12672,4644.779013,4820.68,757.07,0,9200,1076.138168,1324.445876,0
C12673,7418.314012,901.62,42.8,0,14500,2273.945099,1696.786737,0
C12674,6001.428376,0,0,2404.829712,9000,1369.894805,1791.251295,0
C12675,1127.139413,185,45,737.622804,6100,2166.388477,311.343748,0
C12676,41.217844,221.48,0,0,13500,1242.51149,167.536373,0
C12677,1565.577135,0,0,2676.476175,3000,3418.679368,477.674801,0
C12678,5459.785308,262,262,4212.521736,7000,1733.828367,1511.483648,0
C12679,166.295463,449.26,0,7894.578816,9000,662.951526,183.275472,0
C12680,19.294559,283.8,283.8,0,2000,267.972404,173.816768,0
C12681,2478.086158,531.48,531.48,6394.923585,7000,11480.8742,772.60429,0
C12682,5425.936219,209.9,209.9,8223.638112,7000,7723.416753,1274.178071,0
C12683,5239.381493,0,0,9798.167329,10000,1345.580941,2011.806301,0
C12684,142.278809,164.68,131.94,0,2500,539.762925,141.426265,0
C12685,4192.143919,450,0,2480.749691,4500,1271.396821,3642.615905,0
C12686,2711.995096,600,0,5352.991545,5000,1536.48483,841.246469,0
C12687,432.793131,540.13,224.83,0,6500,737.522982,163.94759,0
C12688,127.808682,2802.08,588.65,0,6500,2384.646953,160.547945,0
C12689,374.276019,3589.05,450.57,0,6000,3493.186695,173.108861,0
C12690,20.758677,548.01,548.01,0,1900,1049.636065,55.511514,0
C12691,2061.835735,0,0,4320.771337,4000,5451.599084,556.327998,0
C12692,1744.956833,0,0,198.295367,1800,525.461839,539.962551,0
C12693,2241.092286,1260,1260,2992.621714,6000,4582.168916,654.524925,0
C12694,2857.598022,0,0,5423.546535,6000,10794.66803,2053.136994,0
C12695,1530.725391,0,0,59.670168,1600,347.028845,526.384797,0
C12696,337.478135,0,0,1620.674351,3000,978.290582,216.74072,0
C12697,5145.092629,1975.72,1296.42,11834.20581,13500,9059.242461,1748.463874,0
C12698,4659.388091,1754.19,990.03,1248.153277,9500,1042.244606,1060.456777,0
C12699,2416.555714,2266.01,974.39,0,4000,4075.880525,1439.224679,0
C12700,1467.212481,107,0,5203.612362,6000,268.310194,569.623112,0
C12701,1555.053764,168,168,0,1500,192.947097,13453.34489,0
C12702,127.062095,453.3,122.5,0,7000,593.965783,127.194961,0
C12703,259.623619,377.79,87.5,0,1500,1575.021839,212.402519,0
C12704,28.445432,166.2,0,0,5500,236.022703,97.531842,0
C12705,0.01968,188.02,188.02,0,7500,129.791835,864.1732459,0
C12706,1258.769693,142,100,0,1200,300.672826,6720.689968,0
C12707,2865.386926,0,0,965.180677,6500,1186.905688,726.990921,0
C12708,276.446975,1429.39,1329.39,0,2800,1296.041874,193.607553,0
C12709,2878.528369,0,0,1563.518213,3000,653.306123,897.54649,0
C12710,499.409588,6636.91,479.17,109.211535,8000,4290.962037,206.810115,0
C12711,2489.057383,0,0,1668.403386,3000,1209.422549,708.562869,0
C12712,44.463463,154.86,154.86,0,2500,182.661133,79.973646,0
C12713,201.463946,2364.85,0,0,5000,1883.762278,134.457412,0
C12714,2508.850418,0,0,58.981572,6000,454.176213,373.241553,0
C12715,35.942931,425.67,167.95,0,6500,439.687694,126.895337,0
C12716,440.186713,985.2,454.2,1055.502083,6000,1670.869438,191.619507,0
C12717,783.550476,175.8,0,2052.878473,2500,1647.886436,219.384407,0
C12718,511.569448,2938.32,1252.97,0,7500,832.586508,265.118787,0
C12719,5901.592192,1704.95,563.4,0,8000,1886.692272,1474.409318,0
C12720,210.618047,290,290,0,2700,239.005926,171.362848,0
C12721,168.473316,0,0,866.594079,1200,653.510107,69.53986,0
C12722,1136.796512,869.38,477.52,0,7000,1785.242525,418.490057,0
C12723,738.956988,0,0,1561.133958,1500,1979.193103,198.854631,0
C12724,858.180885,3034.74,819.88,418.127352,6500,5159.89613,312.167299,0
C12725,2065.035103,1462.6,200,0,3500,3587.267621,533.024631,0
C12726,16.052971,127,0,0,4500,190.19504,141.377809,0
C12727,2263.795064,320,0,4510.237702,10000,5215.482973,502.888727,0
C12728,1527.905897,0,0,2918.216386,6500,337.499565,337.86934,0
C12729,5266.121863,9030.08,2684.43,0,6000,7973.983573,6567.292367,0
C12730,6804.186841,640.03,412.43,1898.318709,7100,1891.669441,1979.44478,0
C12731,2836.605817,0,0,2025.02275,3000,508.048005,855.02392,0
C12732,21.328087,512.35,512.35,0,2000,716.296679,99.218174,0
C12733,259.15982,1971.9,390.92,19.395458,1800,2170.921218,167.050694,0
C12734,414.196362,794.53,0,0,2000,814.33642,150.284972,0
C12735,141.781912,1401.4,1401.4,0,1500,2759.94906,673.097985,0
C12736,30.530541,360.1,168.1,0,1500,872.540799,177.17546,0
C12737,1198.763306,0,0,57.645727,1200,128.39674,7464.326611,0
C12738,6187.219303,2029.03,984.75,978.9806305,15000,8518.845677,1591.416385,0
C12739,45.625764,0,0,385.950518,10000,256.794478,116.200667,0
C12740,358.011796,0,0,1795.200197,1950,4702.661168,501.485565,0
C12741,810.52348,985.33,129.24,0,5500,5964.049531,502.623056,0
C12742,2910.425009,0,0,2121.504999,7500,3855.512387,749.955592,0
C12743,6784.258276,12.64,12.64,4516.162598,10000,10813.82933,1661.518089,0
C12744,229.295689,2099.89,0,0,3000,2470.255953,176.361201,0
C12745,1465.716156,555.71,442.26,1304.049707,1800,566.364739,585.808957,0
C12746,2315.997841,3643.93,672.13,780.459161,7500,1256.695062,680.435223,0
C12747,4202.1695,462,0,4776.10477,8000,1010.799168,1541.756326,0
C12748,2085.013555,198.27,0,0,8000,748.549629,524.180778,0
C12749,51.794504,800.11,749.52,92.971171,4000,877.523458,183.608716,0
C12750,13.363762,238.9,238.9,0,1000,197.86349,68.752646,0
C12751,1141.349418,6003.86,2529.51,978.9806305,2500,6848.237541,287.30865,0
C12752,766.261051,1462.73,362.5,0,6000,202.561336,195.306688,0
C12753,155.566852,1303.78,1096.69,0,10000,1392.740366,176.247286,0
C12754,1168.692032,0,0,1027.967584,5000,588.925093,287.740551,0
C12755,78.027358,377.07,0,367.672276,1500,1547.271973,157.18024,0
C12756,6671.450524,369.52,0,2578.596448,7500,1303.259619,3772.048542,0
C12757,3057.553683,0,0,2037.648071,12500,7265.976143,847.170642,0
C12758,343.003474,3429.49,639.64,0,10500,2700.228732,211.715095,0
C12759,4360.245187,703.23,0,0,4500,1372.421202,1377.09619,0
C12760,2900.668727,3056.73,2796.05,0,10000,5402.934943,671.845831,0
C12761,3569.826878,3056.06,1061.72,0,8500,2333.314296,899.222632,0
C12762,3412.603461,3790.29,2273.99,1384.954139,9500,3362.90923,915.744891,0
C12763,1519.396916,0,0,1825.201472,2000,412.126381,527.787946,0
